position,track_title,artist_raw,release_id,artist_clean,cover_url,thumb_url,styles,genres,year,album_title,album_artist,spotify_uri,found_name,found_artist,track_id,match_score,search_strategy,status,bpm,energy,danceability,valence,key,mode,camelot
B7,Copacabana,Edmundo Ros,27717348,Edmundo Ros,https://i.discogs.com/sqIFMXwh2h7HbH1mW0vCiDb-kp1DDGoLYCjA6-Mbb54/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3NzE3/MzQ4LTE2ODk3MzIy/MTMtNTE3MC5qcGVn.jpeg,https://i.discogs.com/j_5i42inaraSFT1gH4A7OFaT0OnaPb6XkyynE17vdB4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3NzE3/MzQ4LTE2ODk3MzIy/MTMtNTE3MC5qcGVn.jpeg,Cha-Cha,Latin,0,Edmundo Ros E Seu Ritmo Latino,Edmundo Ros,spotify:track:4In94rIYAwsdcNy6QBRVTv,Copacabana,Edmundo Ros,4In94rIYAwsdcNy6QBRVTv,100.0,field,ACEITO,,,,,,,
B8,Madureira Chorou,Edmundo Ros,27717348,Edmundo Ros,https://i.discogs.com/sqIFMXwh2h7HbH1mW0vCiDb-kp1DDGoLYCjA6-Mbb54/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3NzE3/MzQ4LTE2ODk3MzIy/MTMtNTE3MC5qcGVn.jpeg,https://i.discogs.com/j_5i42inaraSFT1gH4A7OFaT0OnaPb6XkyynE17vdB4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3NzE3/MzQ4LTE2ODk3MzIy/MTMtNTE3MC5qcGVn.jpeg,Cha-Cha,Latin,0,Edmundo Ros E Seu Ritmo Latino,Edmundo Ros,spotify:track:0X7tLYvIpLFNtL3QQ4OXGS,Estrela De Madureira,Roberto Ribeiro,0X7tLYvIpLFNtL3QQ4OXGS,52.9,field,REJEITADO,,,,,,,
A1,Cai Dentro,Elis Regina,4155277,Elis Regina,https://i.discogs.com/mrteJW2LVMR13ySoly7Qdtx1rvI_FVDiBR9BTN4IJe0/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,https://i.discogs.com/NbY-7rqHxRS3V6fXZ9eN8OLO6Zw3tKolrcnLT7REDQ8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,"Bossanova, MPB",Latin,1988,"Elis, Essa Mulher",Elis Regina,spotify:track:4JAYlA0SgKbs4Xo15uqEV4,Cai dentro,Elis Regina,4JAYlA0SgKbs4Xo15uqEV4,100.0,field,ACEITO,,,,,,,
A2,O Bêbado E A Equilibrista,Elis Regina,4155277,Elis Regina,https://i.discogs.com/mrteJW2LVMR13ySoly7Qdtx1rvI_FVDiBR9BTN4IJe0/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,https://i.discogs.com/NbY-7rqHxRS3V6fXZ9eN8OLO6Zw3tKolrcnLT7REDQ8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,"Bossanova, MPB",Latin,1988,"Elis, Essa Mulher",Elis Regina,spotify:track:3eVyDZXJPJzUKkyWP6eLyc,O bêbado e a equilibrista,Elis Regina,3eVyDZXJPJzUKkyWP6eLyc,100.0,field,ACEITO,,,,,,,
A3,Essa Mulher,Elis Regina,4155277,Elis Regina,https://i.discogs.com/mrteJW2LVMR13ySoly7Qdtx1rvI_FVDiBR9BTN4IJe0/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,https://i.discogs.com/NbY-7rqHxRS3V6fXZ9eN8OLO6Zw3tKolrcnLT7REDQ8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,"Bossanova, MPB",Latin,1988,"Elis, Essa Mulher",Elis Regina,spotify:track:2IkSBOHn9edo009eIYmgTG,Essa mulher,Elis Regina,2IkSBOHn9edo009eIYmgTG,100.0,field,ACEITO,,,,,,,
A4,Basta De Clamares Inocência,Elis Regina,4155277,Elis Regina,https://i.discogs.com/mrteJW2LVMR13ySoly7Qdtx1rvI_FVDiBR9BTN4IJe0/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,https://i.discogs.com/NbY-7rqHxRS3V6fXZ9eN8OLO6Zw3tKolrcnLT7REDQ8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,"Bossanova, MPB",Latin,1988,"Elis, Essa Mulher",Elis Regina,spotify:track:0E2SgHALFpgjXQlodgRlIc,Basta de clamares inocência,Elis Regina,0E2SgHALFpgjXQlodgRlIc,100.0,field,ACEITO,,,,,,,
A5,Beguine Dodói,Elis Regina,4155277,Elis Regina,https://i.discogs.com/mrteJW2LVMR13ySoly7Qdtx1rvI_FVDiBR9BTN4IJe0/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,https://i.discogs.com/NbY-7rqHxRS3V6fXZ9eN8OLO6Zw3tKolrcnLT7REDQ8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,"Bossanova, MPB",Latin,1988,"Elis, Essa Mulher",Elis Regina,spotify:track:7FSR3IuXCt1HuBydlGaQEG,Beguine dodói,Elis Regina,7FSR3IuXCt1HuBydlGaQEG,100.0,field,ACEITO,,,,,,,
B1,Eu Hein Rosa!,Elis Regina,4155277,Elis Regina,https://i.discogs.com/mrteJW2LVMR13ySoly7Qdtx1rvI_FVDiBR9BTN4IJe0/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,https://i.discogs.com/NbY-7rqHxRS3V6fXZ9eN8OLO6Zw3tKolrcnLT7REDQ8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,"Bossanova, MPB",Latin,1988,"Elis, Essa Mulher",Elis Regina,spotify:track:7dDbosatOEKO4Ln6qXzNst,"Eu hein, rosa!",Elis Regina,7dDbosatOEKO4Ln6qXzNst,100.0,field,ACEITO,,,,,,,
B2,Altos E Baixos,Elis Regina,4155277,Elis Regina,https://i.discogs.com/mrteJW2LVMR13ySoly7Qdtx1rvI_FVDiBR9BTN4IJe0/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,https://i.discogs.com/NbY-7rqHxRS3V6fXZ9eN8OLO6Zw3tKolrcnLT7REDQ8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,"Bossanova, MPB",Latin,1988,"Elis, Essa Mulher",Elis Regina,spotify:track:14k5pR5hYOutQr9qQyEVsm,Altos e baixos,Elis Regina,14k5pR5hYOutQr9qQyEVsm,100.0,field,ACEITO,,,,,,,
B3,Bolero De Satã,Elis Regina,4155277,Elis Regina,https://i.discogs.com/mrteJW2LVMR13ySoly7Qdtx1rvI_FVDiBR9BTN4IJe0/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,https://i.discogs.com/NbY-7rqHxRS3V6fXZ9eN8OLO6Zw3tKolrcnLT7REDQ8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,"Bossanova, MPB",Latin,1988,"Elis, Essa Mulher",Elis Regina,spotify:track:0KYlAgIODgz0K57K0AJ0pc,Bolero de satã (feat. Cauby Peixoto),Elis Regina,0KYlAgIODgz0K57K0AJ0pc,100.0,field,ACEITO,,,,,,,
B4,Pé Sem Cabeça,Elis Regina,4155277,Elis Regina,https://i.discogs.com/mrteJW2LVMR13ySoly7Qdtx1rvI_FVDiBR9BTN4IJe0/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,https://i.discogs.com/NbY-7rqHxRS3V6fXZ9eN8OLO6Zw3tKolrcnLT7REDQ8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,"Bossanova, MPB",Latin,1988,"Elis, Essa Mulher",Elis Regina,spotify:track:36hj0Ebbv4LWQiJcNmJSbD,Pé sem cabeça,Elis Regina,36hj0Ebbv4LWQiJcNmJSbD,100.0,field,ACEITO,,,,,,,
B5,As Aparências Enganam,Elis Regina,4155277,Elis Regina,https://i.discogs.com/mrteJW2LVMR13ySoly7Qdtx1rvI_FVDiBR9BTN4IJe0/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,https://i.discogs.com/NbY-7rqHxRS3V6fXZ9eN8OLO6Zw3tKolrcnLT7REDQ8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNTUy/NzctMTYzNTE5MzM0/NC00OTU3LmpwZWc.jpeg,"Bossanova, MPB",Latin,1988,"Elis, Essa Mulher",Elis Regina,spotify:track:0RIQ5Wr2whAUIBBqv0SdPP,As aparências enganam,Elis Regina,0RIQ5Wr2whAUIBBqv0SdPP,100.0,field,ACEITO,,,,,,,
A1,Casa No Campo,Elis Regina,2406598,Elis Regina,https://i.discogs.com/t-F1a652iiubH3mqDBRLThjVEJBTWpxrqZldnMbDJlM/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,https://i.discogs.com/RIeQg-kVt0TYk6ZHQGeXyApBsb_Dr8wbCR8VgMjgv-U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,"MPB, Bossa Nova, Fusion","Jazz, Latin",1987,Personalidade,Elis Regina,spotify:track:5BLT6LB4kqEMVbOrG2EgrP,Casa No Campo,Elis Regina,5BLT6LB4kqEMVbOrG2EgrP,100.0,field,ACEITO,,,,,,,
A2,"Dois Pra Lá, Dois Pra Cá",Elis Regina,2406598,Elis Regina,https://i.discogs.com/t-F1a652iiubH3mqDBRLThjVEJBTWpxrqZldnMbDJlM/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,https://i.discogs.com/RIeQg-kVt0TYk6ZHQGeXyApBsb_Dr8wbCR8VgMjgv-U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,"MPB, Bossa Nova, Fusion","Jazz, Latin",1987,Personalidade,Elis Regina,spotify:track:6zSGfGit15V0xewQwb7BUo,"Dois Pra Lá, Dois Pra Cá",Elis Regina,6zSGfGit15V0xewQwb7BUo,100.0,field,ACEITO,,,,,,,
A3,Madalena,Elis Regina,2406598,Elis Regina,https://i.discogs.com/t-F1a652iiubH3mqDBRLThjVEJBTWpxrqZldnMbDJlM/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,https://i.discogs.com/RIeQg-kVt0TYk6ZHQGeXyApBsb_Dr8wbCR8VgMjgv-U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,"MPB, Bossa Nova, Fusion","Jazz, Latin",1987,Personalidade,Elis Regina,spotify:track:0IRQkXY4szWA1RNBeV6lu1,Madalena,Elis Regina,0IRQkXY4szWA1RNBeV6lu1,100.0,field,ACEITO,,,,,,,
A4,Atrás Da Porta,Elis Regina,2406598,Elis Regina,https://i.discogs.com/t-F1a652iiubH3mqDBRLThjVEJBTWpxrqZldnMbDJlM/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,https://i.discogs.com/RIeQg-kVt0TYk6ZHQGeXyApBsb_Dr8wbCR8VgMjgv-U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,"MPB, Bossa Nova, Fusion","Jazz, Latin",1987,Personalidade,Elis Regina,spotify:track:3wiN3YodUt5uIAAuVLBvdS,Atrás Da Porta,Elis Regina,3wiN3YodUt5uIAAuVLBvdS,100.0,field,ACEITO,,,,,,,
A5,Triste,Elis Regina,2406598,Elis Regina,https://i.discogs.com/t-F1a652iiubH3mqDBRLThjVEJBTWpxrqZldnMbDJlM/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,https://i.discogs.com/RIeQg-kVt0TYk6ZHQGeXyApBsb_Dr8wbCR8VgMjgv-U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,"MPB, Bossa Nova, Fusion","Jazz, Latin",1987,Personalidade,Elis Regina,spotify:track:0PHGV9pWYv91WCeCXhdWye,Triste,Elis Regina,0PHGV9pWYv91WCeCXhdWye,100.0,field,ACEITO,,,,,,,
A6,Águas De Março,Elis Regina,2406598,Elis Regina,https://i.discogs.com/t-F1a652iiubH3mqDBRLThjVEJBTWpxrqZldnMbDJlM/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,https://i.discogs.com/RIeQg-kVt0TYk6ZHQGeXyApBsb_Dr8wbCR8VgMjgv-U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,"MPB, Bossa Nova, Fusion","Jazz, Latin",1987,Personalidade,Elis Regina,spotify:track:33k6iSq1SIVBOaXE898Jv1,Águas De Marco,Elis Regina,33k6iSq1SIVBOaXE898Jv1,100.0,field,ACEITO,,,,,,,
A7,Mucuripe,Elis Regina,2406598,Elis Regina,https://i.discogs.com/t-F1a652iiubH3mqDBRLThjVEJBTWpxrqZldnMbDJlM/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,https://i.discogs.com/RIeQg-kVt0TYk6ZHQGeXyApBsb_Dr8wbCR8VgMjgv-U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,"MPB, Bossa Nova, Fusion","Jazz, Latin",1987,Personalidade,Elis Regina,spotify:track:51UQlc5idDee07wYUYZjhR,Mucuripe,Elis Regina,51UQlc5idDee07wYUYZjhR,100.0,field,ACEITO,,,,,,,
B1,Folhas Secas,Elis Regina,2406598,Elis Regina,https://i.discogs.com/t-F1a652iiubH3mqDBRLThjVEJBTWpxrqZldnMbDJlM/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,https://i.discogs.com/RIeQg-kVt0TYk6ZHQGeXyApBsb_Dr8wbCR8VgMjgv-U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,"MPB, Bossa Nova, Fusion","Jazz, Latin",1987,Personalidade,Elis Regina,spotify:track:7w5qfYvbr1akLLJoMiac58,Folhas Secas,Elis Regina,7w5qfYvbr1akLLJoMiac58,100.0,field,ACEITO,,,,,,,
B2,Como Nossos Pais,Elis Regina,2406598,Elis Regina,https://i.discogs.com/t-F1a652iiubH3mqDBRLThjVEJBTWpxrqZldnMbDJlM/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,https://i.discogs.com/RIeQg-kVt0TYk6ZHQGeXyApBsb_Dr8wbCR8VgMjgv-U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,"MPB, Bossa Nova, Fusion","Jazz, Latin",1987,Personalidade,Elis Regina,spotify:track:2ZC8sdv4Kvuql7Q9T8Agzv,Como Nossos Pais,Elis Regina,2ZC8sdv4Kvuql7Q9T8Agzv,100.0,field,ACEITO,,,,,,,
B3,Me Deixa Em Paz,Elis Regina,2406598,Elis Regina,https://i.discogs.com/t-F1a652iiubH3mqDBRLThjVEJBTWpxrqZldnMbDJlM/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,https://i.discogs.com/RIeQg-kVt0TYk6ZHQGeXyApBsb_Dr8wbCR8VgMjgv-U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,"MPB, Bossa Nova, Fusion","Jazz, Latin",1987,Personalidade,Elis Regina,spotify:track:5IZxCLfL7JqLojRSHtZ0Ii,Me Deixa Em Paz,Elis Regina,5IZxCLfL7JqLojRSHtZ0Ii,100.0,field,ACEITO,,,,,,,
B4,Nada Será Como Antes,Elis Regina,2406598,Elis Regina,https://i.discogs.com/t-F1a652iiubH3mqDBRLThjVEJBTWpxrqZldnMbDJlM/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,https://i.discogs.com/RIeQg-kVt0TYk6ZHQGeXyApBsb_Dr8wbCR8VgMjgv-U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,"MPB, Bossa Nova, Fusion","Jazz, Latin",1987,Personalidade,Elis Regina,spotify:track:3zr9iPSP1AgMEI6Kpc6b1c,Nada Será Como Antes,Elis Regina,3zr9iPSP1AgMEI6Kpc6b1c,100.0,field,ACEITO,,,,,,,
B5,É Com Esse Que Eu Vou,Elis Regina,2406598,Elis Regina,https://i.discogs.com/t-F1a652iiubH3mqDBRLThjVEJBTWpxrqZldnMbDJlM/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,https://i.discogs.com/RIeQg-kVt0TYk6ZHQGeXyApBsb_Dr8wbCR8VgMjgv-U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,"MPB, Bossa Nova, Fusion","Jazz, Latin",1987,Personalidade,Elis Regina,spotify:track:7gC6xszMlcV6JBo8PGccKP,É Com Esse Que Eu Vou,Elis Regina,7gC6xszMlcV6JBo8PGccKP,100.0,field,ACEITO,,,,,,,
B6,Você,Elis Regina,2406598,Elis Regina,https://i.discogs.com/t-F1a652iiubH3mqDBRLThjVEJBTWpxrqZldnMbDJlM/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,https://i.discogs.com/RIeQg-kVt0TYk6ZHQGeXyApBsb_Dr8wbCR8VgMjgv-U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,"MPB, Bossa Nova, Fusion","Jazz, Latin",1987,Personalidade,Elis Regina,spotify:track:0MODAKCjJtRONL8vEcDc7K,Você,Toots Thielemans,0MODAKCjJtRONL8vEcDc7K,75.5,field,ACEITO,,,,,,,
B7,Fascinação,Elis Regina,2406598,Elis Regina,https://i.discogs.com/t-F1a652iiubH3mqDBRLThjVEJBTWpxrqZldnMbDJlM/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,https://i.discogs.com/RIeQg-kVt0TYk6ZHQGeXyApBsb_Dr8wbCR8VgMjgv-U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDY1/OTgtMTY0NzE1ODk5/NS0xMTY4LmpwZWc.jpeg,"MPB, Bossa Nova, Fusion","Jazz, Latin",1987,Personalidade,Elis Regina,spotify:track:1fJ863UqhSwWpqrkwkcATG,Fascinaçao,Elis Regina,1fJ863UqhSwWpqrkwkcATG,100.0,field,ACEITO,,,,,,,
A1,Verdade Chinesa,Emilio Santiago,2466768,Emilio Santiago,https://i.discogs.com/_WGDsr2LrQp-Jqr8uMwhvmhMbiQQvx3lDdyqjYGLJt8/rs:fit/g:sm/q:90/h:480/w:485/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0NjY3/NjgtMTMzMDIyODY0/OC5qcGVn.jpeg,https://i.discogs.com/S-7mj56t-ljGodhtPtmFXFE6n9DHS4me0SBIr6WyGvw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0NjY3/NjgtMTMzMDIyODY0/OC5qcGVn.jpeg,"Samba, MPB",Latin,1990,Aquarela Brasileira 3,Emilio Santiago,spotify:track:7BuxRSKVtfKDFiDNmW6Z0G,Verdade Chinesa,Emílio Santiago,7BuxRSKVtfKDFiDNmW6Z0G,100.0,field,ACEITO,,,,,,,
A2a,Deslizes,Emilio Santiago,2466768,Emilio Santiago,https://i.discogs.com/_WGDsr2LrQp-Jqr8uMwhvmhMbiQQvx3lDdyqjYGLJt8/rs:fit/g:sm/q:90/h:480/w:485/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0NjY3/NjgtMTMzMDIyODY0/OC5qcGVn.jpeg,https://i.discogs.com/S-7mj56t-ljGodhtPtmFXFE6n9DHS4me0SBIr6WyGvw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0NjY3/NjgtMTMzMDIyODY0/OC5qcGVn.jpeg,"Samba, MPB",Latin,1990,Aquarela Brasileira 3,Emilio Santiago,spotify:track:72O4pz2yrCUeiUxp34tOgr,Pot-Pourri: Deslizes / Oceano,Emílio Santiago,72O4pz2yrCUeiUxp34tOgr,66.2,field,REVISAR,,,,,,,
