release_id,instance_id,date_added,album_title,album_artist,year,Origem,PA,DJ,$,Recebido?,Notas
3082802,2137794277,2026-04-21T16:12:19-07:00,O Cafona,Various,1971,,,,,,
1361568,2137794740,2026-04-21T16:14:34-07:00,S.O.S.,The S.O.S. Band,1980,Flávio (Alivepopup),,,,,
3355419,2137795649,2026-04-21T16:19:15-07:00,O Melhor De K.C. And The Sunshine Band,KC & The Sunshine Band,1984,,,,,,
1467087,2137795913,2026-04-21T16:20:35-07:00,Land Of Passion,Hubert Laws,1979,,,,,,
5528581,2137796068,2026-04-21T16:21:22-07:00,Get Loose,Evelyn King,1982,,,,,,
9504068,2137796313,2026-04-21T16:22:23-07:00,Esses Intérpretes Maravilhosos E Seus Inesquecíveis Sucessos,Various,1984,,,,,,
36683854,2137796520,2026-04-21T16:23:15-07:00,Racional Vol. 1,Tim Maia,2026,Três Selos Rocinante,,,,,
36683854,2137796528,2026-04-21T16:23:16-07:00,Racional Vol. 1,Tim Maia,2026,,,,,,
36619927,2137796733,2026-04-21T16:24:11-07:00,Cartão Postal,Evinha,2026,,,,,,
2359389,2137799130,2026-04-21T16:36:01-07:00,Refavela,Gilberto Gil,1977,Caverna Clube (WPP),,,,,
3757980,2137799207,2026-04-21T16:36:20-07:00,Private Eyes,Daryl Hall & John Oates,1982,,,,,,
2665764,2137799751,2026-04-21T16:39:12-07:00,Sandra De Sá,Sandra De Sá,1988,,,,,,
2466768,2137799807,2026-04-21T16:39:31-07:00,Aquarela Brasileira 3,Emilio Santiago,1990,,,,,,
2382232,2137800132,2026-04-21T16:41:14-07:00,Encontros E Despedidas,Milton Nascimento,1985,,,,,,
6520767,2137800201,2026-04-21T16:41:40-07:00,Nova História Da Música Popular Brasileira - Jacob Do Bandolim E O Choro,Various,1978,,,,,,
1364064,2137800282,2026-04-21T16:42:03-07:00,Jogo Da Vida (Internacional),Various,1982,,,,,,
2809231,2137800401,2026-04-21T16:42:37-07:00,Discoteca Hippopotamus - Volume 3,Various,1976,Caverna Clube (WPP),,,,,
10406209,2141520083,2026-05-02T17:55:58-07:00,D#Sá,Sandra De Sá,1993,Vinyl Head (WPP),,,,,
108884,2141520720,2026-05-02T17:59:13-07:00,Zapp III,Zapp,1986,,,,,,
3055214,2141521059,2026-05-02T18:00:49-07:00,Discover,Various,1979,,,,,,
7131901,2141521176,2026-05-02T18:01:21-07:00,Headlines,Midnight Star,1986,,,,,,
6906346,2141521274,2026-05-02T18:01:54-07:00,O Grande Encontro De Jorge Ben E Gilberto Gil,Jorge Ben,1979,,,,,,
1464053,2141521494,2026-05-02T18:03:02-07:00,A Gente Precisa Ver O Luar,Gilberto Gil,1989,,,,,,
3832155,2141521643,2026-05-02T18:03:47-07:00,O Sucesso Da Cidade,Various,1982,,,,,,
11341384,2141521921,2026-05-02T18:05:12-07:00,Quebrando O Gelo Do Clube,Unidade Bop,1994,,,,,,
1614989,2141522017,2026-05-02T18:05:44-07:00,House & Remix,Various,1989,,,,,,
2864849,2141522141,2026-05-02T18:06:19-07:00,A Love Trilogy,Donna Summer,1976,,,,,,
2608515,2141522375,2026-05-02T18:07:26-07:00,Decisão,Zimbo Trio,1969,,,,,,
2329098,2141522504,2026-05-02T18:08:06-07:00,Opus-Pop,Zimbo Trio,1972,,,,,,
5254593,2141522701,2026-05-02T18:09:09-07:00,Instant Love,Cheryl Lynn,1982,,,,,,
2638227,2141522812,2026-05-02T18:09:43-07:00,O Melhor De Baden Powell,Baden Powell,1973,,,,,,
1696389,2141523017,2026-05-02T18:10:42-07:00,Um Banda Um,Gilberto Gil,1982,,,,,,
1682407,2141523948,2026-05-02T18:15:11-07:00,Loco-Motivas (Trilha Sonora Original Da Novela),Various,1977,,,,,,
14685056,2141524122,2026-05-02T18:16:03-07:00,Surface,Surface,1986,,,,,,
11180494,2141524290,2026-05-02T18:16:57-07:00,Ao Vivo,Jorge Ben,1993,,,,,,
10992295,2141524609,2026-05-02T18:18:33-07:00,Percussive Moods,Johnny Keating's Kombo,0,,,,,,
5812246,2141524802,2026-05-02T18:19:27-07:00,14 Super Sucessos Brasileiros,Various,1976,,,,,,
2897674,2141525411,2026-05-02T18:22:27-07:00,Bandeirantes FM Vol.3,Various,1985,,,,,,
2690919,2141525910,2026-05-02T18:25:00-07:00,Selva De Pedra (Internacional),Various,1986,,,,,,
2589065,2141527375,2026-05-02T18:32:22-07:00,Discoteca Hippopotamus - Volume 2,Various,1975,,,,,,
3046279,2141527674,2026-05-02T18:33:52-07:00,Cara A Cara (Trilha Internacional),Various,1979,,,,,,
2750609,2141527978,2026-05-02T18:35:28-07:00,Cavalo De Aço (Internacional),Various,1973,,,,,,
10019246,2141528466,2026-05-02T18:37:57-07:00,As Coisas Que Mamãe Me Ensinou,Leci Brandão,1989,,,,,,
1361899,2141528711,2026-05-02T18:39:22-07:00,Baila Comigo Internacional (Trilha Sonora Da Novela),Various,1981,,,,,,
3707062,2141528979,2026-05-02T18:40:47-07:00,Estrela Radiante,Fafá De Belém,1979,,,,,,
3063887,2141529975,2026-05-02T18:45:44-07:00,Canto Pra Gente Cantar,Agepê,1988,,,,,,
34334881,2141530349,2026-05-02T18:47:55-07:00,"O Balão Vai Subindo (Com Mario Zan, Marcando A Quadrilha)",Mario Zan,0,,,,,,
14508545,2141530878,2026-05-02T18:50:36-07:00,Rhapsody In White,Love Unlimited Orchestra,1974,,,,,,
12413161,2141531058,2026-05-02T18:51:31-07:00,Smackwater Jack,Quincy Jones,1971,,,,,,
1682407,2141531155,2026-05-02T18:52:06-07:00,Loco-Motivas (Trilha Sonora Original Da Novela),Various,1977,,,,,,
5543958,2141531541,2026-05-02T18:54:04-07:00,Super Funky,Various,1980,,,,,,
20141203,2141531853,2026-05-02T18:55:39-07:00,Piano Fantástico Vol. 2,Unknown Artist,1975,,,,,,
11118731,2141532287,2026-05-02T18:58:12-07:00,"Terence Trent D'Arby's Neither Fish Nor Flesh: A Soundtrack Of Love, Faith, Hope And Destruction",Terence Trent D'Arby,1989,,,,,,
2766134,2141532394,2026-05-02T18:58:54-07:00,PolyGrátis,Various,1984,,,,,,
2407203,2141532568,2026-05-02T18:59:55-07:00,Lembranças Internacional,Various,0,,,,,,
2839717,2141532763,2026-05-02T19:01:00-07:00,A Noite,Ivan Lins,1979,,,,,,
10425667,2141532971,2026-05-02T19:02:07-07:00,Philadelphia City Spectacular Discotheque,Various,1977,,,,,,
3012850,2141533090,2026-05-02T19:02:41-07:00,Harmony,Gheorghe Zamfir,1986,,,,,,
12548560,2141533174,2026-05-02T19:03:10-07:00,Utopia: La Magie De La Flute De Pan,Gheorghe Zamfir,1992,,,,,,
2407203,2141533289,2026-05-02T19:03:53-07:00,Lembranças Internacional,Various,0,,,,,,
2407203,2141533291,2026-05-02T19:03:54-07:00,Lembranças Internacional,Various,0,,,,,,
27717348,2141533534,2026-05-02T19:05:16-07:00,Edmundo Ros E Seu Ritmo Latino,Edmundo Ros,0,,,,,,
779802,2141533722,2026-05-02T19:06:13-07:00,"Music From The TV Series ""The Mancini Generation""",Henry Mancini And His Orchestra,1972,,,,,,
7040190,2141533911,2026-05-02T19:07:16-07:00,Saindo de Mim,Ivan Lins,1985,,,,,,
2543814,2141534155,2026-05-02T19:08:28-07:00,Acontece,Various,1979,,,,,,
23217800,2141534390,2026-05-02T19:09:32-07:00,La Poeira,Various,1989,,,,,,
4257641,2141534627,2026-05-02T19:10:45-07:00,Dancing Night's (D.J. Giancarlo Secci),Various,1982,,,,,,
6520599,2141534780,2026-05-02T19:11:32-07:00,Nova História Da Música Popular Brasileira - Vinicius De Moraes,Various,1977,,,,,,
5476808,2141534927,2026-05-02T19:12:24-07:00,Volume 9 ,Los Tropicanos,1973,,,,,,
2659170,2141535265,2026-05-02T19:14:14-07:00,Non-Stop,Julio Iglesias,1988,,,,,,
37197222,2141535576,2026-05-02T19:15:56-07:00,Deekapz Fm,Deekapz,2025,Outros,,,,,
1883192,2141535751,2026-05-02T19:16:59-07:00,Mais Que Um Momento,Emilio Santiago,1983,Outros,,,,,Pandoja
739777,2141536628,2026-05-02T19:21:54-07:00,Breezin',George Benson,1976,,,,,,
3632878,2141536798,2026-05-02T19:22:53-07:00,Disco De Ouro,Ivan Lins,1977,,,,,,
11514999,2141537012,2026-05-02T19:23:55-07:00,Back On The Block,Quincy Jones,1989,,,,,,Jungle
5620693,2141537355,2026-05-02T19:25:39-07:00,Fool On The Hill,Sérgio Mendes & Brasil '66,1968,,,,,,
16414551,2141541131,2026-05-02T19:46:58-07:00,Greatest Hits,Diana Ross,0,Magrinho,,,,,
557964,2141541215,2026-05-02T19:47:25-07:00,The Best Of Commodores,Commodores,1985,,,,,,
2665607,2141541357,2026-05-02T19:48:17-07:00,Sandra Sá,Sandra De Sá,0,,,,,,
4770633,2151101473,2026-06-01T17:13:59-07:00,O Canto Crescente De Emilio Santiago,Emilio Santiago,1979,,,,60,,Fernandinho DJ
2081037,2153558779,2026-06-09T11:40:29-07:00,Baby Gal,Gal Costa,1983,,,,,,
3516245,2153558920,2026-06-09T11:40:58-07:00,Anthology Of Grover Washington Jr.,"Grover Washington, Jr.",1985,,,,,,
3613152,2153559034,2026-06-09T11:41:20-07:00,Festa Mix 2,Various,1991,,,,,,
8747211,2153559505,2026-06-09T11:42:45-07:00,Charm In Concert Vol. II,Various,0,,,,,,
6567734,2153562923,2026-06-09T11:53:29-07:00,Magicamente,Bebeto,1984,,,,@kiosquedovinyl ,,
3280509,2153562931,2026-06-09T11:53:30-07:00,Bebeto,Bebeto,1981,,,,,,
23937206,2153562942,2026-06-09T11:53:32-07:00,Classics R&B Collection Vol.10,Various,1996,,,,,,
8598085,2153562955,2026-06-09T11:53:34-07:00,Jaime & Nair,Jaime Alem,2016,,,,,,
2485943,2153562964,2026-06-09T11:53:35-07:00,Ti Ti Ti (Internacional),Various,1985,,,,,,
2904998,2153563059,2026-06-09T11:53:53-07:00,Miami Sound Vol.2,Various,1979,,,,,,
1529639,2153563079,2026-06-09T11:53:56-07:00,Remix Hits,Various,1986,,,,,,
8556390,2153563105,2026-06-09T11:54:00-07:00,Papa Was A Rollin' Stone,The Temptations,1972,,,,,,
1523677,2153567134,2026-06-09T12:06:44-07:00,Like I Do,For Real,1996,Baixada Discos,,,,,
5668977,2153568506,2026-06-09T12:11:03-07:00,African Queens,The Ritchie Family,1977,,,,,,
